gene	mid	chrom	start	end
CYP4Z1	47558575.5	1	47533158	47583993
CYP4A22	47609270	1	47603125	47615415
PDZK1IP1	47652496	1	47649263	47655729
TAL1	47688703.5	1	47681962	47695445
STIL	47747813	1	47715812	47779814
CMPK1	47821990	1	47799467	47844513
RP11-511I2.2	47860374.5	1	47846598	47874151
AL591415.1	48086807	1	48086763	48086851
TRABD2B	48344383.5	1	48226198	48462569
RP4-683M8.2	48526377	1	48519879	48532875
SLC5A9	48701337.5	1	48688357	48714318
SPATA6	48849444.5	1	48761042	48937847
AGBL4	49744056	1	48998525	50489587
BEND5	49217892.5	1	49193193	49242592
ELAVL4	50619517.5	1	50571962	50667073
RP11-567C20.3	50680277.5	1	50671754	50688801
DMRTA2	50886197	1	50883220	50889174
FAF1	51165542.5	1	50905148	51425937
CDKN2C	51433361	1	51426415	51440307
C1orf185	51590829	1	51567904	51613754
RP11-296A18.3	51680767.5	1	51660765	51700770
RNF11	51720535	1	51701941	51739129
TTC39A	51781859	1	51752928	51810790
EPS15	51902467.5	1	51819933	51985002
RP11-191G24.1	52005678	1	51984053	52027303
OSBPL9	52168452.5	1	52082762	52254143
NRD1	52299670	1	52254861	52344479
RAB3B	52415032	1	52373626	52456438
TXNDC12	52503823	1	52485801	52521845
KTI12	52498631.5	1	52497773	52499490
BTF3L4	52539092.5	1	52521795	52556390
ZFYVE9	52710201.5	1	52608044	52812359
CC2D1B	52824067	1	52816267	52831867
ORC1	52854316	1	52838499	52870133
PRPF38A	52878373.5	1	52870234	52886513
ZCCHC11	52953800.5	1	52888945	53018656
GPX7	53071383.5	1	53068042	53074725
FAM159A	53110876.5	1	53099014	53122739
COA7	53158273	1	53152506	53164040
ZYG11B	53242597.5	1	53192179	53293016
ZYG11A	53334539	1	53308406	53360672
ECHDC2	53374547.5	1	53361654	53387441
SCP2	53455138	1	53392899	53517377
PODN	53539529.5	1	53527883	53551176
SLC1A7	53580552	1	53552853	53608251
CPT2	53670985	1	53662099	53679871
C1orf123	53683030	1	53679769	53686291
MAGOH	53698423	1	53692562	53704284
LRP8	53752451.5	1	53711215	53793688
RP11-117D22.2	53833128.5	1	53832338	53833919
DMRTB1	53929116.5	1	53925070	53933163
GLIS1	54085893.5	1	53971908	54199879
NDC1	54267833	1	54231131	54304535
YIPF1	54336430	1	54317405	54355455
DIO1	54368309.5	1	54359858	54376761
HSPB11	54399418	1	54387232	54411604
LRRC42	54422795.5	1	54411748	54433843
LDLRAD1	54479154.5	1	54474504	54483805
TMEM59	54508230	1	54497347	54519113
TCEANC2	54542345	1	54519272	54565418
AL161915.1	54570859	1	54569966	54571752
CDCP2	54612055.5	1	54604666	54619445
CYB5RL	54650099	1	54638029	54662169
MRPL37	54674945.5	1	54665838	54684053
SSBP3	54782198.5	1	54692303	54872094
ACOT11	55059383	1	55013899	55104867
FAM151A	55082042	1	55074853	55089231
MROH7	55141699	1	55107464	55175934
TTC4	55194912.5	1	55181493	55208332
TTC22	55256162.5	1	55245383	55266942
C1orf177	55289850	1	55271773	55307927
DHCR24	55334098.5	1	55315304	55352893
TMEM61	55452215.5	1	55446463	55457968
BSND	55470581	1	55464604	55476558
PCSK9	55517873	1	55505219	55530527
USP24	55606409	1	55532030	55680788
RP11-466L17.1	56123692.5	1	56046708	56200677
RP11-90C4.2	56395959	1	56381280	56410638
PPAP2B	57002830	1	56960417	57045243
PRKAA2	57146001.5	1	57110993	57181010
C1orf168	57234760.5	1	57184475	57285046
C8A	57352186.5	1	57320477	57383896
C8B	57413285.5	1	57394881	57431690
DAB1	57675090	1	57460449	57889731
OMA1	58976008.5	1	58939543	59012474
MYSM1	59143087.5	1	59120409	59165766
LINC01135	59308049	1	59250830	59365268
FGGY	59995524.5	1	59762651	60228398
HOOK1	60311291.5	1	60280531	60342052
CYP2J2	60375721	1	60358978	60392464
C1orf87	60497754	1	60456064	60539444
RP11-575B7.3	60597949	1	60580545	60615353
RP11-776H12.1	61056042	1	61005919	61106165
RP11-436K8.1	61208279.5	1	61125301	61291258
NFIA	61734384	1	61547532	61921236
TM2D1	62168908	1	62146719	62191097
INADL	62418870.5	1	62208147	62629594
L1TD1	62669251.5	1	62660501	62678002
KANK4	62743868	1	62702649	62785087
USP1	62909900.5	1	62902324	62917477
DOCK7	63037261	1	62920567	63153955
ANGPTL3	63067494	1	63063156	63071832
RP11-230B22.1	63165259	1	63154151	63176367
ATG4C	63290495	1	63249804	63331186
RP11-335E6.2	63616872.5	1	63604919	63628826
LINC00466	63718709	1	63655658	63781760
ALG6	63868747	1	63833259	63904235
ITGB3BP	63947654.5	1	63906442	63988867
EFCAB7	64013712.5	1	63989059	64038366
DLEU2L	64014996.5	1	64014586	64015407
PGM1	64092431.5	1	64058945	64125918
ROR1	64443447.5	1	64239712	64647183
UBE2U	64689758.5	1	64669488	64710029
CACHD1	65047608	1	64936473	65158743
RAVER2	65254846.5	1	65210776	65298917
JAK1	65365549.5	1	65298910	65432189
RP11-182I10.3	65448301.5	1	65437906	65458697
AK4	65655670.5	1	65613511	65697830
DNAJC6	65828093.5	1	65775226	65880961
LEPR	65996788.5	1	65886333	66107244
LEPROT	65893980	1	65886268	65901692
PDE4B	66549079	1	66258195	66839963
SGIP1	67106973.5	1	66999963	67213984
TCTEX1D1	67231306.5	1	67218141	67244472
INSL5	67265181.5	1	67263422	67266941
WDR78	67334569	1	67278566	67390572
MIER1	67421004.5	1	67390640	67451369
SLC35D1	67492398.5	1	67465013	67519784
C1orf141	67627691.5	1	67557846	67697537
IL23R	67678872.5	1	67632081	67725664
IL12RB2	67817815	1	67773045	67862585
SERBP1	67886395	1	67876719	67896071
GADD45A	68152382.5	1	68150742	68154023
GNG12	68233149.5	1	68167147	68299152
GNG12-AS1	68483328	1	68297984	68668672
DIRAS3	68514479.5	1	68511643	68517316
WLS	68631192	1	68564154	68698230
RPE65	68905073.5	1	68894503	68915644
DEPDC1	68951316	1	68939833	68962799
RP11-424D14.1	69586133.5	1	69521579	69650688
LRRC7	70311626	1	70034079	70589173
LRRC40	70640895.5	1	70610486	70671305
SRSF11	70695071	1	70671405	70718737
ANKRD13C	70773338	1	70726269	70820407
HHLA3	70827111.5	1	70820517	70833706
CTH	70891104	1	70876953	70905255
RP5-952N6.1	71212143.5	1	71172134	71252153
PTGER3	71415763.5	1	71318034	71513493
ZRANB2	71537977	1	71528972	71546982
ZRANB2-AS2	71625206.5	1	71547005	71703408
NEGR1	72305020	1	71861621	72748419
RP4-660H19.1	73289713.5	1	73214602	73364825
RP4-598G3.1	73788206.5	1	73771851	73804562
RP4-788P17.1	74138081.5	1	74100897	74175266
LRRIQ3	74577793	1	74491713	74663873
TNNI3K	74837027.5	1	74663945	75010110
FPGT-TNNI3K	74836792.5	1	74663917	75009668
FPGT	74668523	1	74663924	74673122
LRRC53	74956930	1	74935560	74978300
C1orf173	75086608.5	1	75033793	75139424
CRYZ	75185133	1	75171172	75199094
TYW3	75215599	1	75198838	75232360
LHX8	75610668.5	1	75594117	75627220
SLC44A5	75873464.5	1	75670158	76076771
ACADM	76209479.5	1	76190463	76228496
RABGGTB	76256325	1	76251884	76260766
MSH4	76320745	1	76262565	76378925
ASB17	76391337	1	76384556	76398118
RP11-550H2.2	76519644.5	1	76507374	76531915
ST6GALNAC3	76820345	1	76540402	77100288
RP11-415A20.1	77234380.5	1	77223807	77244954
ST6GALNAC5	77432261	1	77333124	77531398
PIGK	77619893	1	77554673	77685113
AK5	77886693.5	1	77747734	78025653
ZZZ3	78089264	1	78030183	78148345
USP33	78193606.5	1	78161674	78225539
FAM73A	78294707.5	1	78245307	78344108
NEXN	78381611	1	78354311	78408911
FUBP1	78429430	1	78414088	78444772
DNAJB4	78477093	1	78470536	78483650
GIPC2	78557859.5	1	78511584	78604135
RP11-183M13.1	78727428.5	1	78695281	78759576
PTGFR	78981095.5	1	78956755	79005436
IFI44L	79098959	1	79086086	79111832
IFI44	79122639.5	1	79115514	79129765
ELTD1	79413926	1	79355447	79472405
RP5-887A10.1	81056956.5	1	81001438	81112475
LPHN2	82361981	1	82266080	82457882
RP11-147G16.1	82703860.5	1	82680902	82726819
RP4-601K24.1	83500682	1	83368864	83632500
RP11-475O6.1	84184069	1	84041457	84326681
TTLL7	84397763	1	84330709	84464817
PRKACB	84657067.5	1	84609952	84704183
SAMD13	84790264	1	84764047	84816481
DNASE2B	84872458	1	84864213	84880703
RPF1	84954211.5	1	84944948	84963475
GNG5	84968130	1	84964010	84972250
SPATA1	84982272.5	1	84971972	84992573
CTBS	85027718	1	85015287	85040149
C1orf180	85097308	1	85093911	85100705
SSX2IP	85132809	1	85109388	85156230
MCOLN2	85426945.5	1	85391266	85462625
MCOLN3	85498947	1	85483763	85514131
WDR63	85563412	1	85528002	85598822
SYDE2	85644642.5	1	85622554	85666731
C1orf52	85721488	1	85717649	85725327
BCL10	85737352	1	85731929	85742775
AL590113.1	85750324.5	1	85750291	85750358
DDAH1	85857495.5	1	85784166	85930825
CYR61	86048044.5	1	86046442	86049647
ZNHIT6	86146296	1	86118489	86174103
COL24A1	86408681	1	86194914	86622448
ODF2L	86838144.5	1	86814342	86861947
CLCA2	86906005	1	86889767	86922243
CLCA1	86949996.5	1	86934049	86965944
CLCA4	87029599	1	87012759	87046439
RP4-651E10.4	87097875	1	87036862	87158888
SH3GLB1	87189764.5	1	87170576	87208953
SEP15	87354090	1	87328130	87380050
HS2ST1	87478019	1	87380355	87575683
RP5-1052I5.2	87546788	1	87458690	87634886
LMO4	87804378.5	1	87794149	87814608
RP4-544H6.2	87828272.5	1	87819205	87837340
RP5-1027O11.1	88368494.5	1	88365590	88371399
RP11-76N22.2	89077041.5	1	89003194	89150889
PKN2	89225921.5	1	89149903	89301940
GTF2B	89337958	1	89318613	89357303
CCBL2	89430051.5	1	89401497	89458606
RBMXL1	89451892.5	1	89445140	89458645
GBP3	89480457	1	89472347	89488567
GBP1	89524522.5	1	89518000	89531045
GBP2	89582740	1	89573681	89591799
GBP7	89619578.5	1	89597432	89641725
GBP4	89655723	1	89646829	89664617
GBP5	89731591	1	89724636	89738546
GBP6	89840818.5	1	89829615	89852022
GBP1P1	89881865.5	1	89873236	89890495
LRRC8B	90026942.5	1	89990460	90063425
RP5-1007M22.2	90095063	1	90091818	90098308
LRRC8C	90141861.5	1	90098629	90185094
LRRC8D	90344380.5	1	90286589	90402172
ZNF326	90477385.5	1	90460672	90494099
RP5-827O9.1	90987748	1	90976465	90999031
BARHL2	91179945	1	91177094	91182796
RP4-665J23.1	91282807.5	1	91248541	91317074
ZNF644	91433944.5	1	91380857	91487032
HFM1	91798374.5	1	91726321	91870428
CDC7	91978993	1	91966663	91991323
TGFBR3	92248844.5	1	92145900	92351789
BRDT	92447453	1	92414926	92479980
EPHX4	92512316	1	92495537	92529095
BTBD8	92579643	1	92545891	92613395
KIAA1107	92641444.5	1	92632607	92650282
C1orf146	92697433.5	1	92683495	92711372
GLMN	92738246	1	92711957	92764535
RPAP2	92816067.5	1	92764520	92867615
GFI1	92944915	1	92940317	92949513
EVI5	93116107	1	92974251	93257963
RPL5	93302531.5	1	93297580	93307483
FAM69A	93367390.5	1	93307722	93427059
MTF2	93574716.5	1	93544793	93604640
TMED5	93630792	1	93615297	93646287
CCDC18	93694873	1	93645474	93744272
RP4-717I23.3	93770892	1	93730200	93811584
DR1	93823250	1	93811443	93835057
FNBP1L	93966952	1	93913686	94020218
BCAR3	94170027	1	94027346	94312708
DNTTIP2	94339067.5	1	94333371	94344764
GCLM	94362863.5	1	94350759	94374968
ABCA4	94522540.5	1	94458391	94586690
ARHGAP29	94670214	1	94637305	94703123
RP11-148B18.4	94787080	1	94784033	94790127
ABCD3	94934115	1	94884009	94984221
F3	95001068.5	1	94994779	95007358
LINC01057	95204463	1	95123087	95285839
SLC44A3	95323354	1	95285904	95360804
CNN3	95377670.5	1	95362505	95392836
RP4-639F20.1	95411205	1	95393582	95428828
ALG14	95489232	1	95439961	95538503
TMEM56	95623028.5	1	95582892	95663165
RWDD3	95706246	1	95699709	95712783
RP5-898J17.1	96779653	1	96719623	96839683
PTBP2	97233863.5	1	97187376	97280351
DPYD	97964939	1	97543297	98386581
MIR137HG	98511262.5	1	98510796	98511729
RP5-1070A16.1	98707258.5	1	98676301	98738216
SNX7	99176667.5	1	99127277	99226058
LPPR5	99413488.5	1	99356526	99470451
RP5-896L10.1	99542120	1	99469830	99614410
LPPR4	99752327.5	1	99729507	99775148
RP11-413P11.1	99968771	1	99937969	99999573
PALMD	100135798	1	100111497	100160099
FRRS1	100202804	1	100174257	100231351
AGL	100352810.5	1	100316043	100389578
SLC35A3	100462177	1	100435343	100489011
HIAT1	100526293	1	100503651	100548935
SASS6	100573815	1	100549117	100598513
TRMT13	100607386	1	100598717	100616055
LRRC39	100629090	1	100614407	100643773
DBT	100683932.5	1	100652473	100715392
RTCA	100744566	1	100731803	100757329
CDC14A	100891531.5	1	100818045	100965018
GPR88	101005633.5	1	101003691	101007576
VCAM1	101194958.5	1	101185314	101204603
EXTL2	101349748.5	1	101337941	101361556
SLC30A7	101404470.5	1	101361630	101447311
DPH5	101473473.5	1	101455617	101491330
RP11-421L21.3	101545518.5	1	101538214	101552823
RP11-157N3.1	101835732	1	101815603	101855861
OLFM3	102365358	1	102268128	102462588
RP11-202K23.1	102760240.5	1	102665293	102855188
RP5-936J12.1	103274138	1	103228876	103319400
COL11A1	103458035	1	103342021	103574049
RNPC3	104083027.5	1	104068319	104097736
AMY2B	104109736.5	1	104097320	104122153
AMY2A	104164200.5	1	104159997	104168404
AMY1A	104202775	1	104198375	104207175
AMY1B	104234476	1	104230038	104238914
AMY1C	104297170	1	104293026	104301314
RP11-364B6.1	104617677	1	104615643	104619711
RP11-24P14.1	106482881	1	106470244	106495518
RP5-947P14.1	106621495	1	106615867	106627123
RP11-233E12.1	107370825	1	107360859	107380791
NTNG1	107854236	1	107683440	108025032
VAV3	108310774	1	108113780	108507768
VAV3-AS1	108522147	1	108507063	108537231
SLC25A24	108709819	1	108676656	108742982
NBPF4	108776326	1	108765961	108786691
SLC25A24P1	108848020	1	108815563	108880477
NBPF6	108966022.5	1	108918419	109013626
FAM102B	109142330	1	109102709	109181951
HENMT1	109197532.5	1	109190915	109204150
PRPF38B	109239685	1	109234943	109244427
FNDC7	109270320.5	1	109255277	109285364
STXBP3	109320729	1	109289308	109352150
AKNAD1	109379118	1	109358518	109399718
GPSM2	109447569.5	1	109417970	109477169
CLCC1	109489120.5	1	109472128	109506113
WDR47	109548722	1	109512834	109584610
TAF13	109612693	1	109606760	109618626
TMEM167B	109635990.5	1	109632423	109639558
C1orf194	109652526	1	109648571	109656481
KIAA1324	109701237	1	109656621	109745853
SARS	109768641	1	109756538	109780744
CELSR2	109805506.5	1	109792639	109818374
PSRC1	109823984.5	1	109822177	109825792
MYBPHL	109842325	1	109834985	109849665
SORT1	109896382.5	1	109852190	109940575
PSMA5	109955313	1	109941651	109968975
SYPL2	110017004.5	1	110009248	110024761
ATXN7L2	110030958.5	1	110026559	110035358
CYB561D1	110037960	1	110036734	110039186
AMIGO1	110049550.5	1	110046795	110052306
GNAI3	110114104	1	110091231	110136977
GNAT2	110150784	1	110145887	110155681
AMPD2	110168974.5	1	110163274	110174675
GSTM4	110201512.5	1	110198701	110204324
GSTM2	110214298	1	110210686	110217910
GSTM1	110233404.5	1	110230440	110236369
GSTM5	110257882.5	1	110254875	110260890
GSTM3	110280469	1	110276552	110284386
EPS8L3	110299676	1	110292701	110306651
CSF1	110463434.5	1	110453253	110473616
AHCYL1	110546832.5	1	110527306	110566359
STRIP1	110587250.5	1	110577236	110597265
ALX3	110607969	1	110602614	110613324
UBL4B	110655815.5	1	110655060	110656571
SLC6A17	110718966	1	110693106	110744826
KCNC4	110765380.5	1	110754093	110776668
RP5-1074L1.1	110855395	1	110828995	110881795
SLC16A4	110919587	1	110905468	110933706
LAMTOR5	110947219.5	1	110943873	110950566
LAMTOR5-AS1	110963128.5	1	110951273	110974984
PROK1	110996899	1	110993820	110999978
RP11-470L19.2	111031591	1	111030300	111032882
KCNA2	111147342	1	111144631	111150053
KCNA3	111215982.5	1	111214308	111217657
CD53	111429163	1	111415774	111442552
LRIF1	111498254	1	111489805	111506703
DRAM2	111671308.5	1	111659953	111682664
CEPT1	111704986.5	1	111682247	111727726
DENND2D	111736553.5	1	111729794	111743313
CHI3L2	111764727	1	111743391	111786063
CHIAP2	111825705.5	1	111822679	111828732
CHIA	111848358.5	1	111833536	111863181
PIFO	111892272.5	1	111888908	111895637
PGCP1	111929807	1	111927139	111932475
OVGP1	111963667.5	1	111956934	111970401
WDR77	111987255	1	111982510	111992000
ATP5F1	111998476.5	1	111991556	112005397
C1orf162	112018774	1	112016412	112021136
ADORA3	112066277	1	112025968	112106586
RAP1A	112210859	1	112162403	112259315
DDX20	112304282.5	1	112297925	112310640
KCND3	112425104	1	112318429	112531779
RP5-965F6.2	112811503	1	112719854	112903152
CTTNBP2NL	112971294.5	1	112938801	113003788
WNT2B	113041421.5	1	113010054	113072789
ST7L	113114090	1	113066138	113162042
CAPZA1	113188018	1	113161793	113214243
MOV10	113230205.5	1	113217041	113243370
RHOC	113246752	1	113243753	113249751
PPM1J	113255357.5	1	113252614	113258101
FAM19A3	113266449	1	113263039	113269859
RP11-426L16.8	113378030.5	1	113362794	113393267
SLC16A1	113476579.5	1	113454472	113498687
SLC16A1-AS1	113520584.5	1	113499049	113542120
RP11-31F15.2	113585018	1	113554307	113615729
LRIG2	113645356.5	1	113615829	113674884
MAGI3	114081063	1	113933579	114228547
PHTF1	114270962.5	1	114239825	114302100
RSBN1	114329776	1	114304452	114355100
PTPN22	114385407	1	114356431	114414383
BCL2L15	114426747	1	114423323	114430171
AP4B1	114442495	1	114437368	114447622
DCLRE1B	114452235.5	1	114447761	114456710
HIPK1	114496379	1	114472330	114520428
OLFML3	114523470.5	1	114522063	114524878
SYT6	114663726.5	1	114631912	114695541
TRIM33	114994590	1	114935397	115053783
BCAS2	115117219	1	115110176	115124262
DENND2C	115169063.5	1	115125469	115212658
AMPD1	115226963	1	115215717	115238209
NRAS	115253302.5	1	115247088	115259517
CSDE1	115276174	1	115259535	115292813
SIKE1	115317703	1	115312098	115323308
SYCP1	115467707.5	1	115397422	115537993
TSHB	115574678	1	115572413	115576943
TSPAN2	115611358.5	1	115590630	115632087
NGF	115854698	1	115828537	115880859
SNORA42	116164559.5	1	116164491	116164628
VANGL1	116212709.5	1	116184572	116240847
CASQ2	116277015	1	116242626	116311404
RP11-12L8.1	116465263	1	116461995	116468531
SLC22A15	116565897	1	116519117	116612677
MAB21L3	116666118.5	1	116654374	116677863
ATP1A1	116931941.5	1	116916487	116947396
RP4-655J12.5	116973830.5	1	116971669	116975992
CD58	117085409	1	117057155	117113663
IGSF3	117163672.5	1	117117029	117210316
CD2	117304428.5	1	117297005	117311852
PTGFRN	117492829.5	1	117452677	117532982
CD101	117561774.5	1	117544380	117579169
TTF2	117626500	1	117602923	117650077
TRIM45	117659016	1	117653680	117664352
VTCN1	117719882.5	1	117686207	117753558
RP11-39H13.1	117851050	1	117838140	117863960
MAN1A2	117990782.5	1	117910069	118071496
FAM46C	118159775	1	118148554	118170996
GDAP2	118439180	1	118406105	118472255
WDR3	118490778	1	118472389	118509167
SPAG17	118612166.5	1	118496485	118727848
TBX15	119478924	1	119425667	119532181
WARS2	119628569	1	119573842	119683296
RP11-418J17.1	119750974.5	1	119683351	119818598
RP11-418J17.3	119836407	1	119802886	119869928
HAO2	119924106	1	119911459	119936753
HSD3B2	119961606	1	119957552	119965660
HSD3B1	120053751.5	1	120049824	120057679
LINC00622	120141109.5	1	120140323	120141896
ZNF697	120176220.5	1	120162043	120190398
PHGDH	120270674	1	120254508	120286840
HMGCS2	120301068	1	120290617	120311519
REG4	120345422	1	120336639	120354205
ADAM30	120437637	1	120436154	120439120
NOTCH2	120533208	1	120454174	120612242
FAM72B	120847343	1	120839003	120855683
RP11-439A17.4	120890827	1	120876493	120905161
FCGR1B	120931458	1	120926977	120935939
RP11-343N15.1	121120891	1	121102015	121139767
RP11-417J8.1	142556231.5	1	142553291	142559172
RP11-417J8.2	142578749.5	1	142569264	142588235
RP11-417J8.3	142642381.5	1	142619121	142665642
RP11-417J8.6	142675306	1	142620643	142729969
RP11-423O2.5	142809614	1	142803222	142816006
RP11-423O2.7	142953850.5	1	142950983	142956718
RP11-782C8.2	143164887.5	1	143118703	143211072
RP11-782C8.3	143189261.5	1	143188826	143189697
RP11-782C8.1	143176239	1	143119059	143233419
RP11-435B5.4	143410200.5	1	143354961	143465440
RP11-435B5.5	143388085	1	143377279	143398891
RP11-435B5.6	143507821.5	1	143498342	143517301
RP11-435B5.7	143530413.5	1	143527553	143533274
RP6-206I17.1	143696024.5	1	143647637	143744412
FAM72D	143904797.5	1	143896450	143913145
SRGAP2B	144004019.5	1	143913613	144094426
NBPF8	144222159.5	1	144220125	144224194
RP11-640M9.2	144599968	1	144594043	144605893
NBPF9	144821022.5	1	144811742	144830303
RP4-791M13.3	144834517.5	1	144833166	144835869
PDE4DIP	144963805	1	144851422	145076188
SEC22B	145106571	1	145096218	145116924
NOTCH2NL	145255255.5	1	145224597	145285914
NBPF10	145331027.5	1	145293369	145368686
RP11-458D21.1	145377725.5	1	145373052	145382399
HFE2	145415411.5	1	145413276	145417547
TXNIP	145440552	1	145438467	145442637
POLR3GL	145463311.5	1	145456234	145470389
ANKRD34A	145473077	1	145470506	145475648
LIX1L	145489377	1	145477083	145501671
RBM8A	145510567	1	145507596	145513538
PEX11B	145519991	1	145516250	145523732
ITGA10	145534379.5	1	145524889	145543870
ANKRD35	145558878	1	145549228	145568528
PIAS3	145581267.5	1	145575987	145586548
NUDT17	145587777	1	145586113	145589441
POLR3C	145601744.5	1	145592603	145610886
RNF115	145653627	1	145611034	145696220
CD160	145701329.5	1	145695796	145706863
PDZK1	145753668.5	1	145743261	145764076
GPR89A	145795742	1	145764409	145827075
PDZK1P1	145933503.5	1	145924386	145942621
NBPF11	146058436	1	146034237	146082635
NBPF12	146420900	1	146374054	146467746
PRKAB2	146635404	1	146626683	146644125
RP11-337C18.8	146664043.5	1	146644949	146683138
FMO5	146677534	1	146657836	146697232
CHD1L	146740888.5	1	146714332	146767445
BCL9	147055599.5	1	147013180	147098019
ACP6	147128326	1	147114032	147142620
GJA8	147378169.5	1	147374944	147381395
GPR89B	147433038.5	1	147400504	147465573
RP11-495P10.8	147765481	1	147762994	147767968
LINC01138	147883530	1	147835125	147931935
PPIAL4A	147955027	1	147954633	147955421
NBPF14	148014754	1	148003658	148025850
NBPF20	148298650	1	148250247	148347053
NBPF15	148578555	1	148560841	148596269
NBPF16	148748877	1	148739441	148758313
RP11-14N7.2	148939970	1	148928343	148951597
RP11-403I13.4	149252689	1	149239866	149265512
RP11-403I13.8	149289597	1	149287449	149291745
RP11-403I13.9	149309493	1	149305908	149313078
RP5-998N21.4	149375969	1	149372290	149379648
FAM72C	149454741.5	1	149449932	149459551
RP11-353N4.5	149684211	1	149649058	149719364
FCGR1A	149759160	1	149754244	149764076
HIST2H3D	149785031	1	149784824	149785238
HIST2H2AC	149858743	1	149858523	149858963
BOLA1	149865742	1	149859438	149872046
SV2A	149882152	1	149874868	149889436
SF3B4	149897722.5	1	149895207	149900238
